NumeroForo,AreaDelaminata_mm2,Dmax_mm,DF_diametro,DHAR_Area_Ratio,ShapeFactor,ScalaCalcolata_px_per_mm,Hu_1,Hu_2,Hu_3,Hu_4,Hu_5,Hu_6,Hu_7,Forza_N
184,6.911593,12.030899,2.00515,0.244448,0.080926,47.284338,0.275432,-0.740435,-0.014625,-0.690936,-1.044979,-1.106833,2.161998,165.2
185,12.589283,12.000519,2.000086,0.445255,0.148401,47.690616,0.038949,-1.119554,-0.874513,-1.764267,-3.391949,3.871213,-3.143668,176.4
186,12.416364,8.444712,1.407452,0.439139,0.44768,47.980446,-0.033378,-1.414882,-1.631448,-1.475072,3.529578,4.47131,3.05101,173.5
187,11.262113,9.145491,1.524249,0.398316,0.300994,47.710635,0.020807,-1.109081,-1.504687,-1.965926,3.705544,2.547271,4.54249,179.3
188,19.755374,9.26013,1.543355,0.698703,0.505594,47.753982,-0.177251,-1.88365,-2.700424,-3.208712,-6.130573,4.397232,-6.459243,175.0
189,13.945454,11.60051,1.933418,0.49322,0.180132,47.221841,-0.031418,-1.924234,-1.277233,-1.549438,-2.963122,2.511805,4.336804,165.8
190,15.536613,13.482333,2.247056,0.549495,0.135703,47.353102,-0.087929,-1.423429,-1.928911,-2.273066,4.430734,-2.993436,4.687495,179.3
191,21.73886,11.425422,1.904237,0.768855,0.292772,49.314889,-0.202523,-2.400119,-3.459967,-2.584526,5.676607,-5.618628,-5.810821,182.1
192,12.311057,10.573458,1.762243,0.435415,0.206799,48.432389,-0.021514,-2.989603,-1.724972,-2.519462,4.703178,-4.145105,-4.935399,177.0
193,15.897061,12.535785,2.089298,0.562244,0.167078,51.603732,-0.193775,-1.216644,-1.176824,-1.054926,-2.170846,-1.687118,-3.988865,188.1
194,14.694607,10.868569,1.811428,0.519715,0.227818,48.643337,-0.066426,-3.144917,-2.207528,-1.772479,-4.113116,-4.591379,-3.81024,184.0
195,13.178472,12.124442,2.02074,0.466093,0.151162,48.321263,0.017136,-1.627087,-0.540729,-2.126002,3.780586,3.297138,3.515296,189.5
196,12.068681,11.571322,1.928554,0.426842,0.156967,47.832054,-0.025795,-1.175701,-2.153943,-1.328305,3.089559,1.930902,-3.595203,184.0
197,4.767304,9.21603,1.536005,0.168609,0.12404,46.648392,0.352535,-0.944984,-0.386473,-0.226968,0.534593,-0.753463,1.724425,186.2
198,9.761208,8.504406,1.417401,0.345232,0.342144,48.181262,0.082885,-1.205288,-0.633762,-1.342234,-2.611571,-2.249977,2.399666,182.1
199,11.671334,10.555921,1.75932,0.412789,0.197016,47.886739,0.045776,-1.064138,-0.538964,-1.592925,-2.995778,-2.954901,2.710555,178.4
200,8.567208,10.64621,1.774368,0.303003,0.141038,46.879443,0.137145,-0.480615,-1.188438,-1.365572,-2.997906,-1.819425,2.689566,188.7
201,8.162673,9.391969,1.565328,0.288695,0.199066,47.61974,0.159535,-1.149136,-0.962892,-0.838816,-1.849351,-1.690936,-1.940511,169.6
202,12.364758,11.220825,1.870138,0.437314,0.175107,46.869257,-0.012956,-0.895875,-1.520593,-1.429946,-3.734003,-2.45565,2.910009,178.5
203,10.285704,8.268206,1.378034,0.363782,0.404662,47.628652,0.062392,-0.575636,-2.287374,-1.220671,-2.977173,-1.514111,3.943623,181.6
204,3.874242,10.629162,1.771527,0.137023,0.06408,48.015447,0.438602,-1.411562,0.428471,0.060064,-0.200781,-0.842269,-0.09381,176.8
205,8.752655,11.206943,1.867824,0.309562,0.124384,47.046631,0.139641,-0.469153,-1.950844,-0.50985,1.756356,-0.871194,-2.312388,181.6
206,14.437613,10.475594,1.745932,0.510626,0.249295,48.440786,-0.067608,-1.410979,-2.912166,-2.368477,-5.161101,-3.079905,-5.145431,182.9
207,15.829482,9.073288,1.512215,0.559853,0.435076,47.925498,-0.088908,-3.38972,-2.07416,-2.475132,-5.080915,-4.18144,4.798918,181.0
208,10.478233,9.410803,1.568467,0.370592,0.253814,47.237566,0.051134,-1.331716,-0.845326,-1.705554,-2.994365,3.550974,-3.592145,187.6
209,11.118601,8.013339,1.335557,0.39324,0.501767,46.977042,-0.008778,-1.487239,-1.976185,-1.362404,-3.087602,2.1318,-3.353444,184.1
210,15.171322,9.0381,1.50635,0.536576,0.422803,48.284287,-0.099008,-3.269544,-2.385618,-1.684428,-3.720474,-3.323032,-4.838365,188.7
211,15.321507,8.812414,1.468736,0.541887,0.468281,47.706929,-0.096566,-2.215428,-2.068237,-2.485343,5.778006,-3.599976,-4.761431,186.9
212,9.168302,11.054336,1.842389,0.324262,0.135425,48.097874,0.097441,-0.721129,-1.00481,-0.843625,-2.576936,-1.436648,1.773136,181.2
213,6.578588,10.920315,1.820053,0.23267,0.10061,47.750649,0.231165,-0.94377,-0.332199,-1.066169,1.957769,-1.718065,-1.880755,194.7
214,9.099355,11.002703,1.833784,0.321824,0.136207,47.900401,0.11716,-1.168704,-1.454024,-2.361623,4.30432,2.983136,4.67685,180.7
215,12.932187,8.841823,1.473637,0.457383,0.390389,47.976023,-0.023946,-1.140155,-1.506344,-1.618834,-3.19497,-2.580675,-3.789367,181.8
216,7.998878,12.75073,2.125122,0.282902,0.080458,47.883415,0.112098,-1.519061,-1.131143,-0.617734,1.925445,-1.411272,1.523907,190.3
217,13.295387,11.891128,1.981855,0.470228,0.160611,48.431659,-0.03916,-1.508122,-1.940489,-2.014846,3.996679,2.90758,-4.82943,173.7
218,8.269157,8.893209,1.482202,0.292462,0.244345,48.195941,0.15249,-0.548749,-1.154895,-1.825397,-3.553425,2.119721,3.403749,184.9
219,11.007516,8.193438,1.365573,0.389311,0.45018,48.181996,-0.000172,-2.689529,-1.575492,-1.15626,2.522131,2.502768,4.759266,194.0
220,11.828867,8.690102,1.44835,0.418361,0.381118,48.429833,-0.002023,-1.682555,-1.060525,-1.427799,-2.704523,-2.270581,-3.099884,195.2
221,10.855508,11.802028,1.967005,0.383935,0.133817,48.366987,0.075985,-0.451368,-0.961715,-1.153828,-2.262171,-1.492666,2.552781,195.3
222,9.199435,10.84117,1.806862,0.325363,0.143664,48.527593,0.096926,-1.23513,-0.797081,-1.973955,4.4429,-3.21227,3.360855,190.7
223,9.103784,9.60577,1.600962,0.32198,0.205991,48.197408,0.112876,-0.965083,-0.940477,-1.291248,2.827658,-1.781227,-2.440905,199.4
224,18.164984,10.297153,1.716192,0.642455,0.330257,47.746945,-0.152698,-2.889493,-3.57325,-3.127003,-6.58086,4.994515,-6.407955,192.6
225,16.87057,11.529308,1.921551,0.596674,0.221618,48.105595,-0.160036,-1.901432,-1.603351,-1.745217,3.422517,2.775847,-4.341001,184.4
226,9.915637,9.133404,1.522234,0.350694,0.266243,48.367718,0.074244,-1.165996,-0.940823,-1.290102,2.416882,-2.060424,3.052457,199.0
227,12.131703,11.17997,1.863328,0.429071,0.173573,48.219784,0.023694,-0.869873,-1.322872,-1.838811,-4.395623,2.390667,3.42197,192.4
228,11.267452,10.062917,1.677153,0.398505,0.219823,48.241417,0.112515,-0.2239,-1.271731,-2.082196,4.215229,2.523031,3.787161,194.5
229,10.942224,8.000625,1.333438,0.387002,0.497396,48.329314,-0.004383,-1.540146,-1.804695,-1.355938,-2.958545,2.234849,-3.441162,184.5
230,17.088197,11.992532,1.998755,0.604371,0.201792,48.372106,-0.130688,-3.399076,-3.365914,-2.24794,-5.462303,-4.979817,-5.083509,193.0
231,13.738023,10.762089,1.793682,0.485883,0.219133,47.748056,-0.051639,-1.747581,-2.822422,-1.752158,-4.30199,-2.872355,4.115516,185.9
232,11.313162,12.1407,2.02345,0.400121,0.129307,47.698402,0.031758,-1.11618,-1.202116,-3.074863,-5.227947,-5.598122,-5.699931,186.0
233,14.27085,13.008122,2.16802,0.504728,0.136401,47.960539,-0.05008,-2.15703,-2.006269,-2.130104,5.127544,-3.450148,-4.200559,182.8
234,16.238612,11.553592,1.925599,0.574323,0.212089,48.487127,-0.112817,-2.359534,-2.102069,-2.732143,6.37388,-4.398137,5.143649,192.8
235,13.916466,11.497272,1.916212,0.492194,0.184214,48.094565,-0.053158,-1.265646,-1.625395,-1.848611,4.636098,4.006933,3.587165,189.9
236,15.489496,9.813327,1.635555,0.547829,0.327054,47.025201,-0.106807,-2.498989,-2.04844,-1.883727,3.987353,-3.165615,4.013214,179.1
237,14.35373,12.482692,2.080449,0.507659,0.15253,48.241784,-0.048271,-0.902079,-2.342998,-1.759197,-3.848344,-2.213667,4.205009,193.7
238,16.860845,12.678039,2.113006,0.59633,0.172111,48.195207,-0.096711,-1.533709,-1.554979,-2.788941,-5.102438,3.694535,-5.109376,188.8
239,8.581735,13.772157,2.29536,0.303517,0.071103,48.323825,0.107698,-1.196773,-1.286428,-0.75793,2.221242,-2.826163,1.810632,182.2
240,10.291743,10.041414,1.673569,0.363996,0.202126,47.749167,0.019836,-1.855041,-0.949197,-1.158274,-2.829386,2.116383,-2.225032,193.8
241,10.563123,13.911992,2.318665,0.373594,0.085369,47.680974,0.04719,-1.0198,-3.455985,-1.297559,3.865739,3.691173,-3.790062,182.9
242,15.269312,10.796843,1.799474,0.540041,0.241294,48.179427,-0.068705,-1.229185,-1.389591,-2.691924,-5.32938,-3.616264,4.74405,190.8
243,14.716557,11.54292,1.92382,0.520492,0.192697,47.974549,-0.084874,-1.549685,-2.110134,-2.763163,5.431462,-3.548193,-5.277169,209.5
244,15.697088,12.969131,2.161522,0.555171,0.151183,48.052998,-0.107761,-1.473409,-2.214635,-1.903156,-4.144153,2.749709,4.084025,202.7
245,21.598547,14.326861,2.38781,0.763892,0.162474,47.733981,-0.200531,-2.937868,-3.032726,-3.090621,6.873182,-4.602817,-6.095161,193.5
246,12.848797,12.178427,2.029738,0.454433,0.145659,47.87529,-0.026841,-1.559774,-2.331303,-1.616079,3.607324,-2.403527,4.1421,196.8
247,9.915577,11.020286,1.836714,0.350692,0.147752,48.678588,0.079035,-1.851855,-1.925375,-1.286388,3.361624,-2.344092,-2.918791,189.5
248,13.599269,13.500007,2.250001,0.480976,0.118394,47.252164,-0.03878,-3.034754,-1.297803,-2.035585,3.775651,3.664819,3.972521,194.8
249,14.807312,14.18313,2.363855,0.523702,0.114151,48.525406,-0.058172,-1.41097,-3.525579,-2.445736,5.651666,3.596825,5.504652,200.91384887695312
250,17.578313,14.654414,2.442402,0.621706,0.125209,47.819852,-0.135311,-1.739447,-1.822642,-2.656888,5.118017,4.535344,-4.986482,194.71310424804688
251,21.503344,12.387434,2.064572,0.760525,0.233114,46.681361,-0.185149,-1.694392,-1.936243,-3.369755,-6.159542,-4.706494,6.07532,188.6011962890625
252,17.206425,12.05442,2.00907,0.608553,0.200422,48.216484,-0.131949,-2.216297,-3.018195,-2.407534,5.891706,3.607504,-5.120033,189.77069091796875
253,22.657488,11.666268,1.944378,0.801345,0.288191,48.164376,-0.227192,-3.083855,-2.674344,-3.480899,6.736808,-5.195383,6.439654,212.8214569091797
254,20.456085,9.444802,1.574134,0.723486,0.489537,48.260108,-0.188234,-1.803029,-3.191013,-3.083237,6.245951,-4.059897,6.319681,199.37969970703125
255,16.223162,11.762198,1.960366,0.573777,0.201818,46.314356,-0.0888,-2.091297,-1.924937,-2.423025,-4.595695,-3.835359,5.933846,182.33563232421875
256,17.167067,12.570937,2.095156,0.607161,0.17912,47.467985,-0.122227,-1.431595,-2.19676,-2.462047,4.805529,-3.731917,5.345297,195.5578155517578
257,13.089696,9.610489,1.601748,0.462953,0.295704,47.956483,0.00886,-0.633004,-0.957357,-2.098377,-3.690441,-2.446662,-3.921227,198.4
258,10.264778,9.652961,1.608827,0.363042,0.228569,48.296371,0.057678,-0.870893,-1.017411,-1.430445,-3.445528,-2.039774,2.660109,207.4
259,12.207751,9.301423,1.550237,0.431761,0.30769,48.534881,0.002743,-0.723989,-1.477332,-1.721289,-3.841672,4.375092,3.341138,194.2
260,15.275371,8.746783,1.457797,0.540256,0.480154,48.401709,-0.083329,-1.535649,-1.70749,-2.489871,-5.565976,3.275,-4.58913,203.2
261,7.260823,9.256752,1.542792,0.256799,0.186058,48.341753,0.236343,-0.572447,-0.386191,-2.027819,3.860877,2.340063,3.247241,201.9
262,4.781895,8.035275,1.339212,0.169125,0.213141,47.451217,0.348609,-1.192253,-0.159798,-0.468999,-0.894844,-1.257879,0.981585,210.8
263,9.506574,8.463093,1.410516,0.336226,0.339775,47.941731,0.085926,-0.934064,-1.46035,-2.022789,3.790278,4.983137,4.235964,199.8
264,12.677918,8.905337,1.484223,0.44839,0.372752,47.561773,-0.02157,-1.015196,-1.633315,-2.09003,3.951666,2.602272,5.343402,202.6
265,7.931578,8.590111,1.431685,0.280522,0.267235,48.044165,0.148471,-0.833636,-1.13283,-0.601178,-1.568709,-1.083374,1.68374,200.5
266,16.964688,8.738259,1.456377,0.600003,0.535224,47.827987,-0.134349,-2.304177,-4.070881,-2.517514,6.12008,-3.712666,5.82563,212.8
267,11.670939,8.749543,1.458257,0.412775,0.366418,48.492962,0.025597,-2.197092,-1.148376,-2.249799,-3.957706,-3.43691,-4.638011,207.3
268,6.582819,8.877105,1.479518,0.23282,0.195816,47.952796,0.229538,-0.370564,-1.937122,-0.460827,2.059066,-0.680865,-1.697409,209.5
269,13.802484,8.835685,1.472614,0.488163,0.417736,48.584407,-0.040218,-1.273182,-3.273538,-2.306657,5.808014,-3.095648,5.098634,200.9
270,9.651583,9.045681,1.507613,0.341355,0.268171,48.598237,0.110473,-0.766035,-0.994906,-1.773239,-3.282239,-2.233654,-3.336647,198.2
271,7.204157,8.293589,1.382265,0.254795,0.279793,48.431293,0.193935,-2.056384,-0.34511,-0.938836,-1.600087,2.883606,-2.11621,207.1
272,11.087711,9.332746,1.555458,0.392148,0.276268,48.858442,0.041487,-2.340852,-0.779222,-1.32144,2.835343,-2.996702,-2.399089,200.2
273,13.709733,8.274029,1.379005,0.484883,0.53777,47.551733,-0.069042,-1.335947,-1.38035,-1.73851,-3.588557,-3.158538,-3.36384,191.7
274,9.599857,8.62844,1.438073,0.339525,0.317891,48.608061,0.094719,-0.348595,-1.487048,-1.38738,-2.928839,-1.582688,-3.033883,201.7
275,9.17514,11.876754,1.979459,0.324504,0.111198,48.573851,0.089135,-0.909199,-1.872396,-1.093415,-3.007991,-1.60609,2.608289,191.8
276,5.845087,8.094079,1.349013,0.206728,0.252157,48.519211,0.219497,-1.270596,-1.073103,-0.087721,0.886764,-0.913531,-0.766875,207.5
277,3.764692,7.622187,1.270364,0.133149,0.216916,48.21575,0.433572,-1.715073,0.116331,-0.469734,0.818291,-1.90818,-0.777522,213.4
278,7.918206,8.864619,1.477436,0.280049,0.236764,48.238118,0.146735,-0.670138,-1.157158,-0.91484,-2.193034,2.142316,-2.037083,223.7
279,6.298906,7.668073,1.278012,0.222778,0.351765,48.147483,0.190895,-1.398098,-0.808677,-0.41328,1.565425,-1.523149,-1.043009,206.6
280,11.621322,9.44827,1.574712,0.41102,0.277769,48.535245,0.036992,-0.959863,-1.805634,-1.860633,3.709697,-2.56771,4.265326,201.2
281,19.635468,11.026751,1.837792,0.694463,0.2921,48.783462,-0.148009,-1.366095,-2.195238,-2.152067,-4.41734,-2.86011,-4.553633,201.7
282,7.336292,7.998625,1.333104,0.259468,0.333864,48.86568,0.157363,-1.615947,-1.021985,-0.730533,-1.62315,2.652919,2.176405,206.9
283,7.961867,9.580712,1.596785,0.281593,0.181706,47.934353,0.172214,-1.216909,-1.003234,-1.884544,3.724334,-3.103474,-3.366545,215.8
284,12.601188,9.86445,1.644075,0.445676,0.261703,48.694206,-0.020882,-0.917676,-1.727797,-1.920743,-4.154808,2.687111,-3.780321,214.1
285,10.685652,9.207646,1.534608,0.377928,0.278909,48.364428,0.059253,-1.046576,-1.289743,-1.683323,3.270895,2.308094,-3.384321,206.5
286,12.321164,8.222605,1.370434,0.435772,0.496273,47.651295,-0.024359,-1.148128,-2.114925,-1.831223,4.936126,-2.413644,-3.805192,216.9
287,16.755083,9.149518,1.52492,0.59259,0.447109,48.782737,-0.119033,-1.962334,-2.185508,-2.364532,-4.653123,-3.596176,-5.213172,213.3
288,7.505731,8.421316,1.403553,0.265461,0.273682,47.894124,0.147257,-1.042499,-0.838491,-0.614548,1.64703,-1.573385,-1.401917,206.0
289,10.146343,8.951462,1.49191,0.358853,0.292751,48.228219,0.060666,-1.200974,-0.644574,-1.142323,-2.323695,2.816315,2.102784,201.8
290,9.87777,8.834978,1.472496,0.349355,0.299042,46.937499,0.082491,-1.810325,-0.699905,-1.724497,-3.375284,3.274345,-2.967558,203.5
291,9.802345,10.43348,1.738913,0.346687,0.171303,47.891909,0.050988,-2.269495,-1.22513,-1.277217,2.937132,-2.422042,2.564232,205.2
292,12.384146,10.143009,1.690501,0.438,0.235763,48.059622,-0.021942,-0.972616,-1.75966,-1.968146,3.876884,2.650837,4.194586,217.7
293,18.644219,8.893062,1.482177,0.659404,0.550951,48.466334,-0.159713,-2.695079,-2.552317,-3.37733,-6.346164,-5.525085,6.40959,208.8
294,9.44181,13.158128,2.193021,0.333936,0.087662,47.852014,0.105126,-0.988438,-1.518332,-0.891125,-2.901521,-1.882857,2.101229,201.6
295,8.969334,9.190154,1.531692,0.317225,0.235666,47.56326,0.091944,-1.948808,-0.854006,-1.063883,-3.370159,-2.101434,-2.023262,203.7
296,18.825037,9.223598,1.537266,0.6658,0.488414,48.356749,-0.152238,-3.076188,-2.155825,-2.78219,-5.386035,5.048715,-5.395955,224.7
297,19.837955,9.192224,1.532037,0.701624,0.520826,47.520484,-0.177421,-1.967615,-1.802751,-2.825525,-5.39546,3.889252,-5.207882,208.3
298,13.295773,10.124205,1.687368,0.470242,0.254569,46.687422,-0.052355,-1.591201,-1.49741,-1.865157,3.563075,2.694643,-4.110098,210.2
299,16.736188,8.968781,1.494797,0.591922,0.479515,47.750278,-0.106547,-1.592038,-1.593174,-3.592855,6.125171,-4.419256,6.82699,198.7
300,6.391103,13.710788,2.285131,0.226039,0.053541,47.397895,0.217368,-1.312691,-0.72248,-0.482642,-2.279482,1.139036,1.086093,212.8
301,11.02069,9.155305,1.525884,0.389777,0.293436,47.523461,0.031616,-2.361174,-1.028549,-1.244861,-3.24594,2.451204,2.385649,216.7
302,20.012958,9.500899,1.583483,0.707814,0.469553,47.597082,-0.170083,-3.004443,-1.938576,-2.293873,4.416115,3.841634,-5.149136,211.2
303,14.098484,9.877075,1.646179,0.498632,0.291614,48.368815,-0.051519,-1.794361,-1.778131,-2.901945,5.346506,-3.921592,-5.424452,211.5
304,17.318003,11.161403,1.860234,0.612499,0.248936,48.782375,-0.134148,-1.854762,-2.480383,-2.564071,-5.115495,3.609243,5.487142,206.6
305,19.585754,13.308978,2.218163,0.692704,0.176699,47.504108,-0.176483,-1.662795,-2.080242,-2.481608,5.46247,-3.709074,4.768311,214.9
306,10.234307,11.411509,1.901918,0.361965,0.138297,46.926572,0.078387,-1.362879,-0.704955,-1.09178,-2.463146,-1.774156,2.016239,217.0
307,11.816421,9.128692,1.521449,0.41792,0.317857,47.207983,0.020136,-1.814106,-1.451729,-1.803326,-3.484373,3.359473,3.760485,221.7
308,14.979309,10.127892,1.687982,0.529785,0.286481,48.175389,-0.084476,-1.353872,-1.774759,-2.006319,3.896944,2.743113,-5.245522,215.5
309,7.32257,10.176142,1.696024,0.258983,0.138014,47.352356,0.159335,-0.68975,-0.737927,-0.427242,-1.087326,-1.01847,1.271153,214.4
310,9.191619,9.176298,1.529383,0.325087,0.242781,46.845481,0.030076,-0.947249,-1.975932,-0.924736,2.834017,1.442652,-2.403017,225.3
311,7.462764,8.851808,1.475301,0.263941,0.224342,47.336294,0.234106,-2.368492,-0.095457,-1.725542,3.333205,-2.909942,-2.644963,213.3
312,11.85243,8.998944,1.499824,0.419194,0.335497,47.858296,0.024538,-0.741969,-1.617044,-1.625852,-3.280006,-1.998269,3.673826,213.6
313,16.895274,9.430875,1.571813,0.597548,0.406331,47.709523,-0.115313,-2.030195,-1.539517,-2.213678,-4.154874,-3.253481,-4.382254,208.4
314,11.626853,8.477806,1.412968,0.411216,0.412669,48.044533,0.000368,-0.968968,-1.130164,-1.957635,-4.967483,2.443743,-3.501653,213.2
315,8.665518,8.901348,1.483558,0.30648,0.255199,48.473266,0.150968,-0.759499,-1.796603,-2.132381,-5.173346,-3.133903,4.097827,210.1
316,6.529962,8.867808,1.477968,0.23095,0.194995,47.650924,0.262897,-0.555988,-0.08069,-1.124445,-1.978059,-3.538549,-1.809071,220.8
317,8.504131,8.654541,1.442424,0.300772,0.278342,47.809126,0.142715,-0.790259,-1.490959,-1.938814,-3.690455,3.189236,-4.055933,212.7
318,11.92725,8.599407,1.433234,0.42184,0.400167,48.787087,0.000248,-0.90482,-1.589673,-1.580531,-4.3183,-2.555885,3.166646,217.6
319,16.781155,8.706898,1.45115,0.593512,0.536709,48.13279,-0.147572,-2.332797,-2.15003,-1.751981,-3.739667,-3.211244,-4.105431,216.1
320,9.849741,8.197079,1.36618,0.348363,0.40206,48.88775,0.039274,-1.553704,-1.956607,-1.205436,3.701139,2.349256,-2.789672,206.7
321,10.498996,9.301111,1.550185,0.371326,0.264652,49.032947,0.091184,-0.345374,-0.740135,-1.22308,-2.232803,-1.450087,2.662427,217.8
322,6.878461,7.923356,1.320559,0.243276,0.327038,48.161805,0.175796,-3.685433,-0.887379,-0.649515,2.147318,2.568072,1.425648,226.2
323,10.19282,8.942527,1.490421,0.360497,0.295162,47.318359,0.081206,-0.908317,-1.378033,-1.112924,-2.443805,-1.625823,-2.602311,228.3
324,8.831897,8.011572,1.335262,0.312364,0.398971,47.953164,0.102126,-1.006871,-0.776256,-0.981376,-1.934285,-1.524547,-2.129664,225.2
325,15.222284,8.92591,1.487652,0.538378,0.443801,48.133157,-0.079013,-1.482875,-1.939573,-3.336722,-5.949494,-4.110677,6.42781,216.2
326,7.975771,8.815758,1.469293,0.282085,0.243424,49.062873,0.175007,-1.754205,-0.280475,-0.81571,-2.285757,-1.771538,1.366935,205.7
327,12.344408,10.110333,1.685056,0.436594,0.237355,47.918487,0.036544,-0.909252,-2.488933,-1.817385,4.24714,-2.44876,-4.041049,218.7
